date,day_of_week,time_of_day,clinic,clinic_type,urban_rural,appointment_type,appointments,avg_appointment_duration,clinic_open_hours,appointment_lead_time,walk_ins,emergencies,staff_count,weather,transport_access_score,walk_in_policy,cancellation_rate,cancellations,no_shows,no_show_rate,staff_nurses,staff_doctors,triage_score_avg,power_outage,equipment_downtime,patients_served,avg_wait_time,efficiency_score,staff_per_patient,complaints_received
2024-12-12,Thursday,Evening,Clinic_1,Maternal,Rural,Follow-up,51,27.9,10,20,15,1,8,Rain,0.99,Strict,0.13,6,4,0.08,7,1,3.02,0,0,57,25.41,4.58,0.14,8
2025-04-14,Monday,Evening,Clinic_12,Emergency,Urban,Routine,90,13.3,9,10,10,0,5,Clear,0.23,Open,0.07,6,7,0.08,3,2,2.76,0,1,87,51.38,12.26,0.06,15
2024-12-27,Friday,Afternoon,Clinic_4,Pediatric,Rural,Urgent,40,26.7,8,26,6,4,3,Storm,0.31,Moderate,0.17,6,2,0.05,1,2,2.37,0,1,42,40.05,10.0,0.07,9
2025-01-29,Wednesday,Afternoon,Clinic_22,Maternal,Rural,Follow-up,107,17.2,10,9,13,1,4,Storm,0.72,Moderate,0.11,11,8,0.07,1,3,1.72,0,0,102,48.39,20.66,0.04,15
2025-03-24,Monday,Morning,Clinic_2,General,Urban,Urgent,83,27.5,8,3,30,1,7,Cloudy,0.3,Open,0.14,11,10,0.12,2,5,2.2,0,0,93,44.44,8.84,0.08,14
2024-12-10,Tuesday,Evening,Clinic_22,Emergency,Rural,Urgent,39,14.2,9,20,14,2,8,Clear,0.49,Moderate,0.12,4,5,0.13,6,2,1.92,0,0,46,21.45,3.6,0.17,6
2025-04-26,Saturday,Afternoon,Clinic_22,Chronic,Rural,Follow-up,54,12.7,9,23,16,0,3,Cloudy,0.73,Open,0.03,1,5,0.09,2,1,1.04,0,0,64,34.0,17.93,0.05,13
2024-12-08,Sunday,Afternoon,Clinic_5,General,Urban,Routine,119,20.3,9,30,10,0,5,Storm,0.93,Open,0.19,22,10,0.08,4,1,1.99,0,1,97,62.57,13.14,0.05,19
2025-01-23,Thursday,Morning,Clinic_4,Chronic,Urban,Routine,53,13.0,10,21,18,0,3,Storm,0.62,Open,0.13,6,8,0.15,2,1,1.62,0,0,57,37.56,15.24,0.05,11
2025-03-12,Wednesday,Evening,Clinic_10,Emergency,Rural,Routine,105,15.7,8,13,24,4,6,Clear,0.58,Moderate,0.1,10,10,0.1,1,5,2.74,0,0,113,57.65,13.07,0.05,18
2024-12-27,Friday,Evening,Clinic_28,General,Urban,Urgent,89,28.1,9,12,24,4,6,Storm,0.2,Strict,0.19,16,5,0.06,5,1,3.07,0,0,96,47.38,11.26,0.06,14
2025-05-09,Friday,Afternoon,Clinic_18,Emergency,Rural,Routine,35,20.0,10,25,12,3,6,Storm,0.82,Open,0.09,3,3,0.09,4,2,2.39,0,0,44,29.96,4.34,0.14,7
2025-01-12,Sunday,Morning,Clinic_30,Chronic,Rural,Routine,36,20.9,8,0,20,4,6,Cloudy,0.26,Open,0.12,4,0,0.0,5,1,2.22,0,0,56,30.69,6.26,0.11,10
2025-04-06,Sunday,Afternoon,Clinic_22,Pediatric,Rural,Routine,61,28.1,8,23,20,0,4,Rain,0.49,Moderate,0.04,2,7,0.11,3,1,1.9,0,0,72,47.73,13.23,0.06,13
2025-06-03,Tuesday,Morning,Clinic_8,General,Rural,Routine,69,12.3,9,10,22,5,4,Clear,0.6,Open,0.03,2,10,0.14,1,3,2.39,0,1,84,63.87,14.61,0.05,17
2025-05-01,Thursday,Morning,Clinic_12,Maternal,Rural,Routine,89,20.9,9,23,21,0,10,Clear,0.93,Open,0.14,12,12,0.13,5,5,3.24,0,0,86,36.56,4.94,0.12,11
2025-05-08,Thursday,Evening,Clinic_12,General,Rural,Follow-up,41,25.9,9,3,7,1,5,Cloudy,0.37,Strict,0.08,3,2,0.05,2,3,2.73,0,1,44,41.97,4.6,0.11,9
2025-05-01,Thursday,Afternoon,Clinic_18,Chronic,Rural,Follow-up,109,22.9,8,28,25,3,4,Clear,0.23,Strict,0.2,21,14,0.13,3,1,3.52,0,0,102,52.12,20.29,0.04,14
2025-05-27,Tuesday,Morning,Clinic_11,Chronic,Urban,Routine,30,26.9,10,16,23,2,3,Clear,0.67,Moderate,0.2,6,2,0.07,2,1,2.72,0,0,47,29.88,12.68,0.06,10
2025-01-14,Tuesday,Afternoon,Clinic_8,Pediatric,Rural,Follow-up,93,10.8,8,1,22,4,8,Storm,0.73,Strict,0.04,3,10,0.11,7,1,2.53,0,0,106,36.72,9.58,0.08,9
2025-04-25,Friday,Afternoon,Clinic_3,Chronic,Rural,Urgent,119,16.0,8,0,13,3,5,Storm,0.46,Open,0.07,8,12,0.1,4,1,1.01,1,1,115,91.76,13.82,0.04,23
2025-03-12,Wednesday,Afternoon,Clinic_29,General,Urban,Urgent,41,14.2,8,7,9,4,4,Clear,0.42,Open,0.09,3,12,0.29,1,3,4.12,1,0,39,48.89,4.86,0.1,11
2025-03-08,Saturday,Morning,Clinic_10,Chronic,Urban,Urgent,99,16.7,10,1,7,5,7,Rain,0.25,Open,0.18,17,12,0.12,6,1,3.69,0,1,82,48.51,6.86,0.09,11
2025-03-07,Friday,Morning,Clinic_19,Emergency,Urban,Routine,30,16.7,8,20,8,3,3,Clear,0.7,Strict,0.1,3,1,0.03,2,1,2.91,0,0,37,28.98,9.44,0.08,9
2025-02-16,Sunday,Evening,Clinic_29,Pediatric,Urban,Follow-up,90,21.0,8,13,11,5,5,Rain,0.69,Moderate,0.05,4,5,0.06,2,3,1.0,1,0,97,69.29,12.47,0.05,16
2025-05-03,Saturday,Afternoon,Clinic_8,Emergency,Urban,Urgent,54,18.4,10,19,21,2,8,Cloudy,0.2,Strict,0.04,2,0,0.0,5,3,2.6,0,0,75,32.67,6.11,0.11,8
2025-01-17,Friday,Morning,Clinic_22,Maternal,Urban,Urgent,81,10.8,8,23,23,1,7,Clear,0.79,Open,0.14,11,6,0.07,5,2,2.39,0,0,88,36.45,8.93,0.08,8
2025-04-12,Saturday,Morning,Clinic_27,General,Rural,Routine,80,16.8,9,4,9,1,7,Rain,0.78,Strict,0.19,15,5,0.06,5,2,2.86,0,0,70,32.61,6.74,0.1,10
2025-04-06,Sunday,Evening,Clinic_5,Maternal,Rural,Follow-up,77,13.8,10,27,15,3,9,Rain,0.59,Moderate,0.14,10,4,0.05,5,4,2.37,0,0,81,21.21,6.88,0.11,8
2025-05-11,Sunday,Morning,Clinic_24,Chronic,Rural,Routine,85,18.3,9,4,6,2,3,Storm,0.42,Moderate,0.1,8,12,0.14,1,2,1.47,0,1,73,52.57,19.08,0.04,15
2025-01-24,Friday,Morning,Clinic_23,Pediatric,Rural,Follow-up,31,15.4,9,7,20,4,4,Cloudy,0.92,Strict,0.13,4,6,0.19,2,2,2.19,0,0,45,28.84,8.37,0.09,3
2025-04-12,Saturday,Evening,Clinic_9,General,Rural,Urgent,60,20.3,9,23,25,3,9,Cloudy,0.22,Open,0.06,3,6,0.1,3,6,3.93,0,0,79,33.39,5.44,0.11,9
2025-03-20,Thursday,Evening,Clinic_26,Emergency,Urban,Urgent,43,19.9,10,0,12,2,7,Rain,0.97,Moderate,0.17,7,5,0.12,6,1,2.49,1,1,45,53.83,1.05,0.16,14
2025-05-03,Saturday,Evening,Clinic_10,Chronic,Rural,Urgent,118,26.1,10,6,29,4,9,Cloudy,0.74,Open,0.12,14,12,0.1,1,8,2.51,0,0,125,48.02,9.09,0.07,18
2025-04-13,Sunday,Morning,Clinic_28,Pediatric,Rural,Follow-up,102,25.2,10,10,23,2,4,Cloudy,0.38,Open,0.09,9,12,0.12,3,1,2.11,0,0,106,57.11,20.79,0.04,15
2025-04-14,Monday,Morning,Clinic_15,Chronic,Urban,Routine,32,23.6,10,14,27,0,4,Rain,0.38,Strict,0.12,3,0,0.0,1,3,1.97,0,1,56,36.24,10.38,0.07,9
2025-02-11,Tuesday,Evening,Clinic_29,Chronic,Urban,Routine,57,16.8,8,19,16,0,3,Clear,0.27,Moderate,0.07,3,0,0.0,2,1,1.64,0,0,70,23.72,20.96,0.04,7
2024-12-18,Wednesday,Evening,Clinic_24,General,Rural,Routine,106,25.9,9,3,22,5,6,Clear,0.6,Strict,0.03,3,10,0.09,3,3,2.27,0,0,120,48.09,15.19,0.05,12
2025-02-01,Saturday,Morning,Clinic_1,General,Urban,Urgent,103,15.5,8,26,13,0,9,Rain,0.39,Strict,0.15,15,11,0.11,6,3,2.11,0,0,90,35.98,6.4,0.1,10
2025-02-14,Friday,Evening,Clinic_5,General,Urban,Urgent,52,28.2,8,11,11,1,6,Storm,0.87,Moderate,0.04,2,5,0.1,4,2,3.41,0,0,57,28.53,6.65,0.11,7
2025-03-08,Saturday,Morning,Clinic_22,Chronic,Urban,Routine,49,25.3,8,2,27,0,5,Rain,0.53,Moderate,0.11,5,5,0.1,1,4,2.33,0,0,66,33.24,9.88,0.08,8
2024-12-10,Tuesday,Evening,Clinic_29,Emergency,Rural,Follow-up,59,13.1,10,17,27,1,7,Rain,0.96,Moderate,0.15,8,5,0.08,6,1,2.65,0,0,74,28.73,7.7,0.09,6
2025-04-02,Wednesday,Morning,Clinic_7,Chronic,Rural,Follow-up,52,25.5,9,29,24,3,7,Clear,0.9,Strict,0.08,4,1,0.02,5,2,1.38,0,0,74,27.01,7.87,0.09,8
2025-03-30,Sunday,Afternoon,Clinic_13,Emergency,Urban,Routine,118,20.4,10,28,9,0,6,Rain,0.84,Strict,0.15,17,9,0.08,5,1,2.86,1,0,101,63.07,10.53,0.06,14
2025-05-22,Thursday,Morning,Clinic_9,Pediatric,Rural,Urgent,36,12.7,8,1,21,4,4,Cloudy,0.59,Strict,0.06,2,5,0.14,3,1,3.07,0,0,54,29.33,10.57,0.07,8
2025-05-08,Thursday,Evening,Clinic_18,General,Rural,Follow-up,47,13.3,9,27,30,1,4,Storm,0.22,Strict,0.11,5,2,0.04,3,1,2.57,0,0,71,31.28,14.62,0.06,5
2025-05-29,Thursday,Evening,Clinic_26,Emergency,Urban,Routine,33,23.8,9,30,29,5,3,Clear,0.55,Open,0.18,5,2,0.06,1,2,2.41,0,0,60,38.91,16.11,0.05,7
2025-04-01,Tuesday,Evening,Clinic_21,Pediatric,Rural,Follow-up,112,13.2,10,26,16,0,3,Rain,0.68,Open,0.15,16,10,0.09,2,1,2.69,0,0,102,50.38,28.96,0.03,16
2025-01-14,Tuesday,Afternoon,Clinic_17,Emergency,Urban,Follow-up,99,17.6,8,16,20,2,10,Cloudy,0.57,Strict,0.11,10,7,0.07,2,8,3.32,0,0,104,31.82,7.22,0.1,12
2025-01-02,Thursday,Afternoon,Clinic_24,Emergency,Rural,Urgent,106,13.0,9,18,6,0,7,Clear,0.39,Strict,0.18,19,14,0.13,4,3,2.84,0,0,79,34.79,7.81,0.09,11
2025-05-29,Thursday,Evening,Clinic_13,General,Urban,Urgent,64,19.4,9,6,21,1,8,Rain,0.53,Open,0.09,5,9,0.14,1,7,1.5,0,0,72,25.35,6.46,0.11,7
2025-03-09,Sunday,Evening,Clinic_6,Maternal,Urban,Routine,101,15.4,8,29,19,4,8,Clear,0.89,Moderate,0.16,16,13,0.13,1,7,2.77,0,0,95,39.96,7.88,0.08,12
2025-01-01,Wednesday,Evening,Clinic_16,Chronic,Urban,Urgent,97,13.9,10,24,8,4,3,Rain,0.62,Strict,0.07,6,7,0.07,2,1,2.0,1,0,96,72.99,24.7,0.03,16
2025-01-12,Sunday,Afternoon,Clinic_24,Maternal,Rural,Follow-up,81,16.0,8,7,13,1,5,Cloudy,0.81,Strict,0.14,11,12,0.15,2,3,3.08,0,0,72,42.75,10.12,0.07,11
2025-01-31,Friday,Afternoon,Clinic_28,General,Rural,Follow-up,77,28.9,10,12,28,5,9,Rain,0.48,Moderate,0.06,4,7,0.09,5,4,1.5,1,0,99,58.98,5.1,0.09,16
2025-04-07,Monday,Afternoon,Clinic_7,General,Urban,Follow-up,67,17.5,9,25,6,1,9,Storm,0.89,Open,0.16,10,10,0.15,6,3,1.72,0,0,54,19.77,4.02,0.17,7
2025-05-29,Thursday,Evening,Clinic_17,Maternal,Rural,Follow-up,103,24.5,8,14,21,4,3,Clear,0.74,Moderate,0.16,16,6,0.06,1,2,2.91,0,0,106,52.78,30.06,0.03,15
2025-05-01,Thursday,Morning,Clinic_25,Pediatric,Urban,Urgent,34,15.2,9,28,14,5,3,Clear,0.52,Strict,0.2,6,2,0.06,2,1,1.95,0,1,45,48.66,10.13,0.07,11
2025-05-23,Friday,Morning,Clinic_18,General,Urban,Routine,48,21.9,10,21,30,0,4,Rain,0.59,Strict,0.04,1,3,0.06,3,1,1.99,0,0,74,38.0,14.7,0.05,13
2024-12-22,Sunday,Morning,Clinic_30,Emergency,Rural,Follow-up,81,29.8,8,14,25,2,6,Cloudy,0.82,Open,0.03,2,8,0.1,4,2,3.2,0,0,98,35.85,12.75,0.06,11
2025-02-01,Saturday,Morning,Clinic_11,Chronic,Urban,Urgent,97,12.6,10,16,5,0,5,Clear,0.4,Moderate,0.06,5,6,0.06,1,4,1.47,1,0,91,52.9,12.91,0.05,17
2025-01-06,Monday,Evening,Clinic_30,Chronic,Urban,Urgent,72,23.6,9,11,20,5,10,Storm,0.31,Strict,0.07,5,10,0.14,5,5,2.67,0,0,82,26.44,5.56,0.12,8
2025-03-05,Wednesday,Morning,Clinic_18,Pediatric,Urban,Routine,39,17.9,9,10,14,4,4,Clear,0.67,Moderate,0.17,6,4,0.1,3,1,2.62,0,0,47,22.48,9.5,0.09,4
2025-02-19,Wednesday,Afternoon,Clinic_11,Chronic,Urban,Routine,54,15.1,8,22,10,5,5,Storm,0.3,Open,0.19,10,5,0.09,2,3,2.88,0,0,54,22.72,8.53,0.09,6
2024-12-09,Monday,Afternoon,Clinic_14,Chronic,Urban,Urgent,82,23.9,8,23,28,0,8,Rain,0.54,Strict,0.13,10,8,0.1,7,1,3.09,0,0,92,41.06,7.39,0.09,13
2025-01-12,Sunday,Morning,Clinic_13,Maternal,Rural,Routine,35,16.4,10,6,11,0,6,Clear,0.96,Strict,0.09,3,1,0.03,4,2,1.16,0,0,42,17.03,5.3,0.14,7
2024-12-26,Thursday,Evening,Clinic_28,Chronic,Rural,Urgent,62,22.9,8,19,15,2,3,Rain,0.99,Moderate,0.17,10,10,0.16,1,2,3.0,0,0,59,40.25,15.64,0.05,11
2025-01-30,Thursday,Afternoon,Clinic_25,Maternal,Rural,Follow-up,67,14.7,10,29,28,0,4,Rain,0.53,Strict,0.06,4,5,0.07,3,1,2.41,0,0,86,49.45,16.55,0.05,11
2025-02-22,Saturday,Morning,Clinic_20,General,Rural,Urgent,59,21.6,8,25,25,2,4,Storm,0.43,Strict,0.03,1,10,0.17,3,1,2.27,0,0,75,46.83,14.07,0.05,9
2025-05-19,Monday,Evening,Clinic_20,Chronic,Rural,Urgent,32,15.9,10,20,27,3,7,Cloudy,0.27,Open,0.12,3,4,0.12,2,5,1.98,0,0,55,21.52,5.71,0.13,6
2025-02-28,Friday,Afternoon,Clinic_19,General,Rural,Routine,67,25.4,9,18,9,4,8,Rain,0.96,Strict,0.12,8,9,0.13,6,2,1.91,1,0,63,42.1,3.67,0.13,11
2025-03-12,Wednesday,Morning,Clinic_14,Emergency,Urban,Urgent,43,19.5,9,20,10,1,7,Clear,0.57,Moderate,0.16,6,4,0.09,4,3,2.88,0,0,44,25.15,3.77,0.16,7
2024-12-12,Thursday,Morning,Clinic_17,Emergency,Urban,Follow-up,33,23.4,10,29,25,3,5,Storm,0.72,Open,0.15,4,8,0.24,3,2,2.66,0,1,49,45.17,5.28,0.1,7
2025-03-11,Tuesday,Afternoon,Clinic_29,General,Urban,Urgent,47,21.3,9,10,26,4,3,Clear,0.64,Strict,0.17,7,3,0.06,2,1,2.26,0,1,67,61.9,16.14,0.04,15
2025-02-24,Monday,Evening,Clinic_13,Pediatric,Rural,Urgent,81,11.5,8,0,23,2,5,Cloudy,0.85,Strict,0.1,8,4,0.05,3,2,2.62,0,0,94,47.16,14.08,0.05,16
2025-02-07,Friday,Morning,Clinic_9,Maternal,Rural,Follow-up,116,20.8,8,18,26,1,6,Storm,0.88,Moderate,0.17,19,14,0.12,3,3,3.03,0,1,110,67.6,11.57,0.05,20
2024-12-18,Wednesday,Evening,Clinic_14,Emergency,Rural,Follow-up,110,11.3,8,3,6,0,5,Cloudy,0.6,Strict,0.11,12,14,0.13,2,3,1.57,0,0,90,39.25,14.07,0.06,11
2025-05-11,Sunday,Morning,Clinic_13,Emergency,Urban,Urgent,40,23.0,8,9,26,1,8,Clear,0.89,Moderate,0.17,6,5,0.12,7,1,3.36,0,0,56,22.52,4.75,0.14,1
2025-03-30,Sunday,Evening,Clinic_14,Maternal,Urban,Urgent,36,17.4,10,8,19,3,5,Storm,0.21,Moderate,0.18,6,2,0.06,2,3,3.14,0,1,50,47.49,5.25,0.1,12
2025-05-10,Saturday,Morning,Clinic_24,Chronic,Rural,Urgent,86,12.6,8,11,19,4,7,Clear,0.64,Strict,0.09,7,7,0.08,1,6,1.6,0,0,95,44.88,9.08,0.07,11
2025-02-27,Thursday,Evening,Clinic_3,Pediatric,Urban,Follow-up,92,28.7,10,17,28,5,10,Storm,0.25,Strict,0.19,17,15,0.16,1,9,2.9,1,0,93,61.2,3.18,0.11,15
2025-04-14,Monday,Evening,Clinic_30,Maternal,Urban,Follow-up,55,28.3,9,3,11,3,6,Cloudy,0.64,Strict,0.04,2,5,0.09,2,4,2.33,1,0,62,55.08,4.83,0.1,14
2025-01-21,Tuesday,Morning,Clinic_8,Chronic,Urban,Urgent,89,29.6,9,4,5,1,5,Cloudy,0.6,Open,0.14,12,6,0.07,1,4,3.82,0,0,77,35.95,11.8,0.06,13
2025-01-14,Tuesday,Afternoon,Clinic_9,Emergency,Urban,Urgent,74,29.2,10,10,17,0,6,Clear,0.31,Moderate,0.06,4,5,0.07,1,5,2.75,0,0,82,35.26,10.14,0.07,6
2025-02-13,Thursday,Morning,Clinic_22,Pediatric,Urban,Follow-up,67,19.4,8,29,21,0,4,Rain,0.92,Open,0.1,6,12,0.18,2,2,3.4,1,0,70,55.61,11.94,0.06,12
2025-01-02,Thursday,Morning,Clinic_29,Chronic,Urban,Routine,93,22.6,9,16,26,4,5,Cloudy,0.34,Open,0.18,16,10,0.11,1,4,2.56,0,0,97,53.68,14.03,0.05,15
2025-04-15,Tuesday,Evening,Clinic_8,General,Urban,Urgent,73,23.6,9,13,28,3,10,Clear,0.47,Open,0.06,4,8,0.11,7,3,3.51,0,0,92,38.24,5.38,0.11,9
2025-04-30,Wednesday,Evening,Clinic_30,General,Rural,Follow-up,87,24.0,9,27,28,0,10,Cloudy,0.39,Moderate,0.16,13,12,0.14,9,1,3.65,0,0,90,50.86,3.91,0.11,12
2025-05-09,Friday,Evening,Clinic_27,Maternal,Urban,Routine,96,22.6,9,21,29,1,3,Rain,0.27,Moderate,0.09,8,10,0.1,1,2,1.04,0,0,108,56.57,30.34,0.03,15
2025-03-17,Monday,Afternoon,Clinic_19,Maternal,Urban,Urgent,116,23.0,8,2,26,2,3,Rain,0.46,Moderate,0.16,18,17,0.15,2,1,1.96,1,0,109,71.35,29.2,0.03,19
2024-12-27,Friday,Evening,Clinic_10,Emergency,Urban,Routine,88,12.5,8,27,29,4,3,Storm,0.84,Open,0.12,10,2,0.02,2,1,3.03,0,0,109,45.57,31.78,0.03,13
2025-02-28,Friday,Morning,Clinic_10,Emergency,Rural,Urgent,118,22.2,10,20,28,1,9,Clear,0.72,Moderate,0.2,23,5,0.04,5,4,2.28,0,0,119,56.12,7.61,0.08,17
